sentence,neg,neu,pos,compound
"Amory wondered how people could fail to notice that he was a boy marked for glory, and when faces of the throng turned toward him and ambiguous eyes stared into his, he assumed the most romantic of expressions and walked on the air cushions that lie on the asphalts of fourteen.",0.061,0.825,0.114,0.4576
"Always, after he was in bed, there were voicesindefinite, fading, enchantingjust outside his window, and before he fell asleep he would dream one of his favorite waking dreams, the one about becoming a great halfback, or the one about the Japanese invasion, when he was rewarded by being made the youngest general in the world.",0.0,0.766,0.234,0.9325
"It was always the becoming he dreamed of, never the being.",0.0,1.0,0.0,0.0
"This, too, was quite characteristic of Amory.",0.0,1.0,0.0,0.0
"CODE OF THE YOUNG EGOTIST Before he was summoned back to Lake Geneva, he had appeared, shy but inwardly glowing, in his first long trousers, set off by a purple accordion tie and a ""Belmont"" collar with the edges unassailably meeting, purple socks, and handkerchief with a purple border peeping from his breast pocket.",0.076,0.924,0.0,-0.4618
"But more than that, he had formulated his first philosophy, a code to live by, which, as near as it can be named, was a sort of aristocratic egotism.",0.12,0.88,0.0,-0.5483
"He had realized that his best interests were bound up with those of a certain variant, changing person, whose label, in order that his past might always be identified with him, was Amory Blaine.",0.0,0.783,0.217,0.8074
"Amory marked himself a fortunate youth, capable of infinite expansion for good or evil.",0.202,0.413,0.385,0.4588
"He did not consider himself a ""strong char'c'ter,"" but relied on his facility learn things sorta quick and his superior mentality read a lotta deep books.",0.065,0.769,0.166,0.5992
He was proud of the fact that he could never become a mechanical or scientific genius.,0.0,0.819,0.181,0.4767
From no other heights was he debarred.,0.268,0.732,0.0,-0.296
Physically.Amory thought that he was exceedingly handsome.,0.0,0.652,0.348,0.4939
He was.,0.0,1.0,0.0,0.0
He fancied himself an athlete of possibilities and a supple dancer.,0.0,1.0,0.0,0.0
"Socially.Here his condition was, perhaps, most dangerous.",0.361,0.639,0.0,-0.5256
"He granted himself personality, charm, magnetism, poise, the power of dominating all contemporary males, the gift of fascinating all women.",0.078,0.53,0.392,0.836
"Mentally.Complete, unquestioned superiority.",0.0,0.455,0.545,0.34
Now a confession will have to be made.,0.0,1.0,0.0,0.0
Amory had rather a Puritan conscience.,0.0,1.0,0.0,0.0
"Not that he yielded to itlater in life he almost completely slew itbut at fifteen it made him consider himself a great deal worse than other boys... unscrupulousness... the desire to influence people in almost every way, even for evil... a certain coldness and lack of affection, amounting sometimes to cruelty... a shifting sense of honor... an unholy selfishness... a puzzled, furtive interest in everything concerning sex.",0.092,0.711,0.198,0.8481
"There was, also, a curious strain of weakness running crosswise through his makeup... a harsh phrase from the lips of an older boy older boys usually detested him was liable to sweep him off his poise into surly sensitiveness, or timid stupidity... he was a slave to his own moods and he felt that though he was capable of recklessness and audacity, he possessed neither courage, perseverance, nor selfrespect.",0.153,0.782,0.065,-0.6836
"Vanity, tempered with selfsuspicion if not selfknowledge, a sense of people as automatons to his will, a desire to ""pass"" as many boys as possible and get to a vague top of the world... with this background did Amory drift into adolescence.",0.077,0.818,0.105,0.296
"PREPARATORY TO THE GREAT ADVENTURE The train slowed up with midsummer languor at Lake Geneva, and Amory caught sight of his mother waiting in her electric on the gravelled station drive.",0.05,0.741,0.208,0.7885
"It was an ancient electric, one of the early types, and painted gray.",0.0,1.0,0.0,0.0
"The sight of her sitting there, slenderly erect, and of her face, where beauty and dignity combined, melting to a dreamy recollected smile, filled him with a sudden great pride of her.",0.0,0.617,0.383,0.9382
"As they kissed coolly and he stepped into the electric, he felt a quick fear lest he had lost the requisite charm to measure up to her.",0.168,0.671,0.162,-0.0516
"""Dear boyyou're so tall... look behind and see if there's anything coming..."" She looked left and right, she slipped cautiously into a speed of two miles an hour, beseeching Amory to act as sentinel and at one busy crossing she made him get out and run ahead to signal her forward like a traffic policeman.",0.0,0.909,0.091,0.6249
Beatrice was what might be termed a careful driver.,0.0,0.814,0.186,0.1531
"""You are tallbut you're still very handsomeyou've skipped the awkward age, or is that sixteen perhaps it's fourteen or fifteen I can never remember but you've skipped it.""",0.048,0.952,0.0,-0.0772
"""Don't embarrass me,"" murmured Amory.",0.0,0.679,0.321,0.2235
"""But, my dear boy, what odd clothes!",0.226,0.491,0.284,0.1511
They look as if they were a setdon't they?,0.0,1.0,0.0,0.0
"Is your underwear purple, too?""",0.0,1.0,0.0,0.0
Amory grunted impolitely.,0.583,0.417,0.0,-0.4215
"""You must go to Brooks' and get some really nice suits.",0.0,0.764,0.236,0.4754
"Oh, we'll have a talk tonight or perhaps tomorrow night.",0.0,1.0,0.0,0.0
"I want to tell you about your heartyou've probably been neglecting your heartand you don't know.""",0.159,0.765,0.076,-0.34
Amory thought how superficial was the recent overlay of his own generation.,0.0,1.0,0.0,0.0
"Aside from a minute shyness, he felt that the old cynical kinship with his mother had not been one bit broken.",0.32,0.68,0.0,-0.7906
"Yet for the first few days he wandered about the gardens and along the shore in a state of superloneliness, finding a lethargic content in smoking ""Bull"" at the garage with one of the chauffeurs.",0.064,0.936,0.0,-0.296
The sixty acres of the estate were dotted with old and new summer houses and many fountains and white benches that came suddenly into sight from foliagehung hidingplaces there was a great and constantly increasing family of white cats that prowled the many flowerbeds and were silhouetted suddenly at night against the darkening trees.,0.0,0.927,0.073,0.6249
"It was on one of the shadowy paths that Beatrice at last captured Amory, after Mr. Blaine had, as usual, retired for the evening to his private library.",0.0,1.0,0.0,0.0
"After reproving him for avoiding her, she took him for a long teteatete in the moonlight.",0.146,0.854,0.0,-0.34
"He could not reconcile himself to her beauty, that was mother to his own, the exquisite neck and shoulders, the grace of a fortunate woman of thirty.",0.0,0.708,0.292,0.8591
"""Amory, dear,"" she crooned softly, ""I had such a strange, weird time after I left you.""",0.226,0.774,0.0,-0.3612
"""Did you, Beatrice?""",0.0,1.0,0.0,0.0
"""When I had my last breakdown""she spoke of it as a sturdy, gallant feat.",0.0,0.803,0.197,0.4019
"""The doctors told me""her voice sang on a confidential note""that if any man alive had done the consistent drinking that I have, he would have been physically shattered, my dear, and in his gravelong in his grave.""",0.077,0.794,0.129,0.2732
"Amory winced, and wondered how this would have sounded to Froggy Parker.",0.0,1.0,0.0,0.0
"""Yes,"" continued Beatrice tragically, ""I had dreamswonderful visions.""",0.346,0.654,0.0,-0.5719
She pressed the palms of her hands into her eyes.,0.0,1.0,0.0,0.0
"""I saw bronze rivers lapping marble shores, and great birds that soared through the air, particolored birds with iridescent plumage.",0.0,0.823,0.177,0.6249
"I heard strange music and the flare of barbaric trumpetswhat?""",0.184,0.816,0.0,-0.2023
Amory had snickered.,0.0,1.0,0.0,0.0
"""What, Amory?""",0.0,1.0,0.0,0.0
"""I said go on, Beatrice.""",0.0,1.0,0.0,0.0
"""That was allit merely recurred and recurredgardens that flaunted coloring against which this would be quite dull, moons that whirled and swayed, paler than winter moons, more golden than harvest moons"" ""Are you quite well now, Beatrice?""",0.074,0.867,0.059,-0.1531
"""Quite wellas well as I will ever be.",0.0,0.716,0.284,0.3353
"I am not understood, Amory.",0.0,1.0,0.0,0.0
"I know that can't express it to you, Amory, butI am not understood.""",0.0,1.0,0.0,0.0
Amory was quite moved.,0.0,1.0,0.0,0.0
"He put his arm around his mother, rubbing his head gently against her shoulder.",0.0,0.812,0.188,0.4588
"""Poor Beatricepoor Beatrice.""",0.608,0.392,0.0,-0.4767
"""Tell me about you, Amory.",0.0,1.0,0.0,0.0
"Did you have two horrible years?""",0.412,0.588,0.0,-0.5423
"Amory considered lying, and then decided against it.",0.327,0.673,0.0,-0.5267
"""No, Beatrice.",0.0,1.0,0.0,0.0
I enjoyed them.,0.0,0.233,0.767,0.5106
I adapted myself to the bourgeoisie.,0.0,1.0,0.0,0.0
"I became conventional.""",0.0,1.0,0.0,0.0
"He surprised himself by saying that, and he pictured how Froggy would have gaped.",0.0,0.872,0.128,0.2263
"""Beatrice,"" he said suddenly, ""I want to go away to school.",0.0,0.885,0.115,0.0772
"Everybody in Minneapolis is going to go away to school.""",0.0,1.0,0.0,0.0
Beatrice showed some alarm.,0.444,0.556,0.0,-0.34
"""But you're only fifteen.""",0.0,1.0,0.0,0.0
"""Yes, but everybody goes away to school at fifteen, and I want to, Beatrice.""",0.0,0.892,0.108,0.1154
"On Beatrice's suggestion the subject was dropped for the rest of the walk, but a week later she delighted him by saying ""Amory, I have decided to let you have your way.",0.0,0.867,0.133,0.6652
"If you still want to, you can go to school.""",0.0,0.874,0.126,0.0772
"""Yes?""",0.0,1.0,0.0,0.0
"""To St. Regis's in Connecticut.""",0.0,1.0,0.0,0.0
Amory felt a quick excitement.,0.0,0.484,0.516,0.4939
"""It's being arranged,"" continued Beatrice.",0.0,1.0,0.0,0.0
"""It's better that you should go away.",0.0,0.674,0.326,0.4404
"I'd have preferred you to have gone to Eton, and then to Christ Church, Oxford, but it seems impracticable nowand for the present we'll let the university question take care of itself.""",0.0,0.878,0.122,0.6486
"""What are you going to do, Beatrice?""",0.0,1.0,0.0,0.0
"""Heaven knows.",0.0,0.233,0.767,0.5106
It seems my fate to fret away my years in this country.,0.0,1.0,0.0,0.0
"Not for a second do I regret being Americanindeed, I think that a regret typical of very vulgar people, and I feel sure we are the great coming nationyet""and she sighed""I feel my life should have drowsed away close to an older, mellower civilization, a land of greens and autumnal browns"" Amory did not answer, so his mother continued ""My regret is that you haven't been abroad, but still, as you are a man, it's better that you should grow up here under the snarling eagleis that the right term?""",0.063,0.848,0.089,0.5187
Amory agreed that it was.,0.0,0.656,0.344,0.2732
She would not have appreciated the Japanese invasion.,0.278,0.722,0.0,-0.4023
"""When do I go to school?""",0.0,1.0,0.0,0.0
"""Next month.",0.0,1.0,0.0,0.0
You'll have to start East a little early to take your examinations.,0.0,1.0,0.0,0.0
"After that you'll have a free week, so I want you to go up the Hudson and pay a visit.""",0.069,0.69,0.241,0.5413
"""To who?""",0.0,1.0,0.0,0.0
"""To Monsignor Darcy, Amory.",0.0,1.0,0.0,0.0
He wants to see you.,0.0,1.0,0.0,0.0
He went to Harrow and then to Yalebecame a Catholic.,0.0,1.0,0.0,0.0
"I want him to talk to youI feel he can be such a help"" She stroked his auburn hair gently.",0.0,0.682,0.318,0.7184
"""Dear Amory, dear Amory"" ""Dear Beatrice"" So early in September Amory, provided with ""six suits summer underwear, six suits winter underwear, one sweater or T shirt, one jersey, one overcoat, winter, etc.,"" set out for New England, the land of schools.",0.0,0.826,0.174,0.7783
"There were Andover and Exeter with their memories of New England deadlarge, collegelike democracies St. Mark's, Groton, St. Regis'recruited from Boston and the Knickerbocker families of New York St. Paul's, with its great rinks Pomfret and St. George's, prosperous and welldressed Taft and Hotchkiss, which prepared the wealth of the Middle West for social success at Yale Pawling, Westminster, Choate, Kent, and a hundred others all milling out their wellsetup, conventional, impressive type, year after year their mental stimulus the college entrance exams their vague purpose set forth in a hundred circulars as ""To impart a Thorough Mental, Moral, and Physical Training as a Christian Gentleman, to fit the boy for meeting the problems of his day and generation, and to give a solid foundation in the Arts and Sciences.""",0.029,0.807,0.164,0.9601
"At St. Regis' Amory stayed three days and took his exams with a scoffing confidence, then doubling back to New York to pay his tutelary visit.",0.051,0.83,0.119,0.4404
"The metropolis, barely glimpsed, made little impression on him, except for the sense of cleanliness he drew from the tall white buildings seen from a Hudson River steamboat in the early morning.",0.0,0.949,0.051,0.1548
"Indeed, his mind was so crowded with dreams of athletic prowess at school that he considered this visit only as a rather tiresome prelude to the great adventure.",0.0,0.719,0.281,0.8542
"This, however, it did not prove to be.",0.0,1.0,0.0,0.0
"Monsignor Darcy's house was an ancient, rambling structure set on a hill overlooking the river, and there lived its owner, between his trips to all parts of the RomanCatholic world, rather like an exiled Stuart king waiting to be called to the rule of his land.",0.0,0.946,0.054,0.3612
